Bplus,Decay ID
\bar{B}^{0}_{s}\rightarrow D^{*-} D^{+} \pi^{0} K^{0},1063
\bar{B}^{0}_{s}\rightarrow D^{*-} D^{0} \pi^{+} K^{0},1064
\bar{B}^{0}_{s}\rightarrow D^{*-} D^{+} \pi^{-} K^{+},1065
\bar{B}^{0}_{s}\rightarrow D^{*-} D^{0} \pi^{0} K^{+},1066
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} K^{-},1067
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} K^{-},1068
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} K^{*-},1069
\bar{B}^{0}_{s}\rightarrow K^{*-} D_{s}^{+},1070
\bar{B}^{0}_{s}\rightarrow J/\psi {\eta^{\prime}},1071
\bar{B}^{0}_{s}\rightarrow J/\psi \eta,1072
\bar{B}^{0}_{s}\rightarrow J/\psi \phi,1073
\bar{B}^{0}_{s}\rightarrow J/\psi K^{0},1074
\bar{B}^{0}_{s}\rightarrow J/\psi K^{-} K^{+},1075
\bar{B}^{0}_{s}\rightarrow J/\psi \bar{K}^{0} K^{0},1076
\bar{B}^{0}_{s}\rightarrow J/\psi K^{0} K^{-} \pi^{+},1077
\bar{B}^{0}_{s}\rightarrow J/\psi \bar{K}^{0} K^{+} \pi^{-},1078
\bar{B}^{0}_{s}\rightarrow J/\psi \bar{K}^{0} K^{0} \pi^{0},1079
\bar{B}^{0}_{s}\rightarrow J/\psi K^{-} K^{+} \pi^{0},1080
\bar{B}^{0}_{s}\rightarrow J/\psi \phi \pi^{+} \pi^{-},1081
\bar{B}^{0}_{s}\rightarrow J/\psi \phi \pi^{0} \pi^{0},1082
\bar{B}^{0}_{s}\rightarrow J/\psi \eta \pi^{+} \pi^{-},1083
\bar{B}^{0}_{s}\rightarrow J/\psi \eta \pi^{0} \pi^{0},1084
\bar{B}^{0}_{s}\rightarrow J/\psi {\eta^{\prime}} \pi^{+} \pi^{-},1085
\bar{B}^{0}_{s}\rightarrow J/\psi {\eta^{\prime}} \pi^{0} \pi^{0},1086
\bar{B}^{0}_{s}\rightarrow J/\psi \pi^{+} \pi^{-},1087
\bar{B}^{0}_{s}\rightarrow J/\psi \pi^{0} \pi^{0},1088
\bar{B}^{0}_{s}\rightarrow \psi(2S) {\eta^{\prime}},1089
\bar{B}^{0}_{s}\rightarrow \psi(2S) \eta,1090
\bar{B}^{0}_{s}\rightarrow \psi(2S) \phi,1091
\bar{B}^{0}_{s}\rightarrow \psi(2S) K^{-} K^{+},1092
\bar{B}^{0}_{s}\rightarrow \psi(2S) \bar{K}^{0} K^{0},1093
\bar{B}^{0}_{s}\rightarrow \psi(2S) \bar{K}^{0} K^{+} \pi^{-},1094
\bar{B}^{0}_{s}\rightarrow \psi(2S) \bar{K}^{0} K^{0} \pi^{0},1095
\bar{B}^{0}_{s}\rightarrow \psi(2S) K^{-} K^{+} \pi^{0},1096
\bar{B}^{0}_{s}\rightarrow \psi(2S) \phi \pi^{+} \pi^{-},1097
\bar{B}^{0}_{s}\rightarrow \psi(2S) \phi \pi^{0} \pi^{0},1098
\bar{B}^{0}_{s}\rightarrow \psi(2S) \eta \pi^{+} \pi^{-},1099
\bar{B}^{0}_{s}\rightarrow \psi(2S) \eta \pi^{0} \pi^{0},1100
\bar{B}^{0}_{s}\rightarrow \psi(2S) {\eta^{\prime}} \pi^{+} \pi^{-},1101
\bar{B}^{0}_{s}\rightarrow \psi(2S) {\eta^{\prime}} \pi^{0} \pi^{0},1102
\bar{B}^{0}_{s}\rightarrow \psi(2S) \pi^{+} \pi^{-},1103
\bar{B}^{0}_{s}\rightarrow \psi(2S) \pi^{0} \pi^{0},1104
\bar{B}^{0}_{s}\rightarrow \chi_{c0} {\eta^{\prime}},1105
\bar{B}^{0}_{s}\rightarrow \chi_{c0} \eta,1106
\bar{B}^{0}_{s}\rightarrow \phi \chi_{c0},1107
\bar{B}^{0}_{s}\rightarrow \chi_{c0} K^{-} K^{+},1108
\bar{B}^{0}_{s}\rightarrow \chi_{c0} \bar{K}^{0} K^{0},1109
\bar{B}^{0}_{s}\rightarrow \chi_{c0} \bar{K}^{0} K^{+} \pi^{-},1110
\bar{B}^{0}_{s}\rightarrow \chi_{c0} \bar{K}^{0} K^{0} \pi^{0},1111
\bar{B}^{0}_{s}\rightarrow \chi_{c0} K^{-} K^{+} \pi^{0},1112
\bar{B}^{0}_{s}\rightarrow \chi_{c1} {\eta^{\prime}},1113
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \eta,1114
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \phi,1115
\bar{B}^{0}_{s}\rightarrow \chi_{c1} K^{-} K^{+},1116
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \bar{K}^{0} K^{0},1117
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \bar{K}^{0} K^{+} \pi^{-},1118
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \bar{K}^{0} K^{0} \pi^{0},1119
\bar{B}^{0}_{s}\rightarrow \chi_{c1} K^{-} K^{+} \pi^{0},1120
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \phi \pi^{+} \pi^{-},1121
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \phi \pi^{0} \pi^{0},1122
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \eta \pi^{+} \pi^{-},1123
\bar{B}^{0}_{s}\rightarrow \chi_{c1} \eta \pi^{0} \pi^{0},1124
\bar{B}^{0}_{s}\rightarrow \chi_{c1} {\eta^{\prime}} \pi^{+} \pi^{-},1125
\bar{B}^{0}_{s}\rightarrow \chi_{c1} {\eta^{\prime}} \pi^{0} \pi^{0},1126
\bar{B}^{0}_{s}\rightarrow \chi_{c2} {\eta^{\prime}},1127
\bar{B}^{0}_{s}\rightarrow \chi_{c2} \eta,1128
\bar{B}^{0}_{s}\rightarrow \chi_{c2} K^{-} K^{+},1129
\bar{B}^{0}_{s}\rightarrow \chi_{c2} \bar{K}^{0} K^{0},1130
\bar{B}^{0}_{s}\rightarrow \chi_{c2} \bar{K}^{0} K^{+} \pi^{-},1131
\bar{B}^{0}_{s}\rightarrow \chi_{c2} \bar{K}^{0} K^{0} \pi^{0},1132
\bar{B}^{0}_{s}\rightarrow \chi_{c2} K^{-} K^{+} \pi^{0},1133
\bar{B}^{0}_{s}\rightarrow \eta_{c} {\eta^{\prime}},1134
\bar{B}^{0}_{s}\rightarrow \eta_{c} \eta,1135
\bar{B}^{0}_{s}\rightarrow \phi \eta_{c},1136
\bar{B}^{0}_{s}\rightarrow \eta_{c} K^{-} K^{+},1137
\bar{B}^{0}_{s}\rightarrow \eta_{c} \bar{K}^{0} K^{0},1138
\bar{B}^{0}_{s}\rightarrow \eta_{c} \bar{K}^{0} K^{+} \pi^{-},1139
\bar{B}^{0}_{s}\rightarrow \eta_{c} \bar{K}^{0} K^{0} \pi^{0},1140
\bar{B}^{0}_{s}\rightarrow \eta_{c} K^{-} K^{+} \pi^{0},1141
\bar{B}^{0}_{s}\rightarrow \eta_{c} \phi \pi^{+} \pi^{-},1142
\bar{B}^{0}_{s}\rightarrow \eta_{c} \phi \pi^{0} \pi^{0},1143
\bar{B}^{0}_{s}\rightarrow \eta_{c} \eta \pi^{+} \pi^{-},1144
\bar{B}^{0}_{s}\rightarrow \eta_{c} \eta \pi^{0} \pi^{0},1145
\bar{B}^{0}_{s}\rightarrow \eta_{c} {\eta^{\prime}} \pi^{+} \pi^{-},1146
\bar{B}^{0}_{s}\rightarrow \eta_{c} {\eta^{\prime}} \pi^{0} \pi^{0},1147
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) {\eta^{\prime}},1148
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) \eta,1149
\bar{B}^{0}_{s}\rightarrow \phi \eta_{c}(2S),1150
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) K^{-} K^{+},1151
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) \bar{K}^{0} K^{0},1152
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) \bar{K}^{0} K^{+} \pi^{-},1153
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) \bar{K}^{0} K^{0} \pi^{0},1154
\bar{B}^{0}_{s}\rightarrow \eta_{c}(2S) K^{-} K^{+} \pi^{0},1155
\bar{B}^{0}_{s}\rightarrow h_{c} {\eta^{\prime}},1156
\bar{B}^{0}_{s}\rightarrow h_{c} \eta,1157
\bar{B}^{0}_{s}\rightarrow h_{c} \phi,1158
\bar{B}^{0}_{s}\rightarrow h_{c} K^{-} K^{+},1159
\bar{B}^{0}_{s}\rightarrow h_{c} \bar{K}^{0} K^{0},1160
\bar{B}^{0}_{s}\rightarrow h_{c} \bar{K}^{0} K^{+} \pi^{-},1161
\bar{B}^{0}_{s}\rightarrow h_{c} \bar{K}^{0} K^{0} \pi^{0},1162
\bar{B}^{0}_{s}\rightarrow h_{c} K^{-} K^{+} \pi^{0},1163
\bar{B}^{0}_{s}\rightarrow J/\psi \phi \phi,1164
\bar{B}^{0}_{s}\rightarrow J/\psi K_{S}^{0},1165
\bar{B}^{0}_{s}\rightarrow J/\psi \bar{K}^{*0},1166
\bar{B}^{0}_{s}\rightarrow J/\psi \pi^{+} \pi^{-} \pi^{+} \pi^{-},1167
\bar{B}^{0}_{s}\rightarrow J/\psi f_{1},1168
\bar{B}^{0}_{s}\rightarrow \psi(2S) K^{-} \pi^{+},1169
\bar{B}^{0}_{s}\rightarrow \psi(2S) \bar{K}^{*0},1170
\bar{B}^{0}_{s}\rightarrow D_{s1}^{+} \pi^{-},1171
\bar{B}^{0}_{s}\rightarrow D_{s1}^{+} \rho^{-},1172
\bar{B}^{0}_{s}\rightarrow D_{s2}^{*+} \pi^{-},1173
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \pi^{-},1174
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} \pi^{-},1175
\bar{B}^{0}_{s}\rightarrow \rho^{-} D_{s}^{+},1176
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \rho^{-},1177
\bar{B}^{0}_{s}\rightarrow a_{1}^{-} D_{s}^{+},1178
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} \rho^{0} \pi^{-},1179
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} \rho^{-} \pi^{0},1180
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} \pi^{+} \pi^{-} \pi^{-},1181
\bar{B}^{0}_{s}\rightarrow D_{s}^{+} \pi^{0} \pi^{-} \pi^{0},1182
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} a_{1}^{-},1183
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \rho^{0} \pi^{-},1184
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \rho^{-} \pi^{0},1185
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \pi^{+} \pi^{-} \pi^{-},1186
\bar{B}^{0}_{s}\rightarrow D_{s}^{*+} \pi^{0} \pi^{-} \pi^{0},1187
\bar{B}^{0}_{s}\rightarrow D^{*0} K^{0},1188
\bar{B}^{0}_{s}\rightarrow D^{0} K^{0},1189
\bar{B}^{0}_{s}\rightarrow K^{*0} D^{0},1190
\bar{B}^{0}_{s}\rightarrow D^{*0} K^{*0},1191
\bar{B}^{0}_{s}\rightarrow p^{+} \bar{p}^{-},1192
\bar{B}^{0}_{s}\rightarrow cs_{0} \bar{u}d_{0},1193
\bar{B}^{0}_{s}\rightarrow cs_{1} \bar{u}d_{1},1194
\bar{B}^{0}_{s}\rightarrow \bar{u} d c \bar{s},1195
\bar{B}^{0}_{s}\rightarrow \bar{u} d c \bar{s},1196
\bar{B}^{0}_{s}\rightarrow \bar{u} c d \bar{s},1197
\bar{B}^{0}_{s}\rightarrow \bar{c} s u \bar{s},1198
\bar{B}^{0}_{s}\rightarrow \bar{u} s c \bar{s},1199
\bar{B}^{0}_{s}\rightarrow \bar{u} s c \bar{s},1200
\bar{B}^{0}_{s}\rightarrow \bar{u} c s \bar{s},1201
\bar{B}^{0}_{s}\rightarrow \bar{c} d c \bar{s},1202
\bar{B}^{0}_{s}\rightarrow \bar{c} d c \bar{s},1203
\bar{B}^{0}_{s}\rightarrow \bar{u} u d \bar{s},1204
\bar{B}^{0}_{s}\rightarrow \bar{d} d d \bar{s},1205
\bar{B}^{0}_{s}\rightarrow \bar{s} s d \bar{s},1206
\bar{B}^{0}_{s}\rightarrow \bar{u} u s \bar{s},1207
\bar{B}^{0}_{s}\rightarrow \bar{d} d s \bar{s},1208
\bar{B}^{0}_{s}\rightarrow \bar{s} s s \bar{s},1209
\bar{B}^{0}_{s}\rightarrow s \bar{s},1210
\bar{B}^{0}_{s}\rightarrow K^{+} e^{-} \bar{\nu}_{e},1211
\bar{B}^{0}_{s}\rightarrow K^{*+} e^{-} \bar{\nu}_{e},1212
\bar{B}^{0}_{s}\rightarrow K_{1}^{+} e^{-} \bar{\nu}_{e},1213
\bar{B}^{0}_{s}\rightarrow {K^{\prime}}_{1}^{+} e^{-} \bar{\nu}_{e},1214
\bar{B}^{0}_{s}\rightarrow K^{+} \mu^{-} \bar{\nu}_{\mu},1215
\bar{B}^{0}_{s}\rightarrow K^{*+} \mu^{-} \bar{\nu}_{\mu},1216
\bar{B}^{0}_{s}\rightarrow K_{1}^{+} \mu^{-} \bar{\nu}_{\mu},1217
\bar{B}^{0}_{s}\rightarrow {K^{\prime}}_{1}^{+} \mu^{-} \bar{\nu}_{\mu},1218
\bar{B}^{0}_{s}\rightarrow K^{-} K^{+},1219
\bar{B}^{0}_{s}\rightarrow \bar{K}^{0} K^{0},1220
\bar{B}^{0}_{s}\rightarrow K_{S}^{0} K_{S}^{0},1221
\bar{B}^{0}_{s}\rightarrow K_{L}^{0} K_{L}^{0},1222
\bar{B}^{0}_{s}\rightarrow \pi^{-} K^{+},1223
\bar{B}^{0}_{s}\rightarrow \pi^{0} K^{0},1224
\bar{B}^{0}_{s}\rightarrow \pi^{+} \pi^{-},1225
\bar{B}^{0}_{s}\rightarrow \omega \eta,1226
\bar{B}^{0}_{s}\rightarrow \omega {\eta^{\prime}},1227
\bar{B}^{0}_{s}\rightarrow \phi \eta,1228
\bar{B}^{0}_{s}\rightarrow \phi {\eta^{\prime}},1229
\bar{B}^{0}_{s}\rightarrow \omega \bar{K}^{0},1230
\bar{B}^{0}_{s}\rightarrow \phi \bar{K}^{0},1231
\bar{B}^{0}_{s}\rightarrow K^{*+} \pi^{-},1232
\bar{B}^{0}_{s}\rightarrow \rho^{-} K^{+},1233
\bar{B}^{0}_{s}\rightarrow \rho^{0} K^{0},1234
\bar{B}^{0}_{s}\rightarrow K^{*0} \pi^{0},1235
\bar{B}^{0}_{s}\rightarrow K^{*-} K^{+},1236
\bar{B}^{0}_{s}\rightarrow \bar{K}^{*0} K^{0},1237
\bar{B}^{0}_{s}\rightarrow \bar{K}^{*0} K_{S}^{0},1238
\bar{B}^{0}_{s}\rightarrow \bar{K}^{*0} K_{L}^{0},1239
\bar{B}^{0}_{s}\rightarrow K^{*+} K^{-},1240
\bar{B}^{0}_{s}\rightarrow K^{*0} \bar{K}^{0},1241
\bar{B}^{0}_{s}\rightarrow K^{*0} K_{S}^{0},1242
\bar{B}^{0}_{s}\rightarrow K^{*0} K_{L}^{0},1243
\bar{B}^{0}_{s}\rightarrow {\eta^{\prime}} {\eta^{\prime}},1244
\bar{B}^{0}_{s}\rightarrow {\eta^{\prime}} \eta,1245
\bar{B}^{0}_{s}\rightarrow \eta \eta,1246
\bar{B}^{0}_{s}\rightarrow K^{0} {\eta^{\prime}},1247
\bar{B}^{0}_{s}\rightarrow K^{0} \eta,1248
\bar{B}^{0}_{s}\rightarrow K^{*0} {\eta^{\prime}},1249
\bar{B}^{0}_{s}\rightarrow K^{*0} \eta,1250
\bar{B}^{0}_{s}\rightarrow \rho^{-} K^{*+},1251
\bar{B}^{0}_{s}\rightarrow \rho^{0} K^{*0},1252
\bar{B}^{0}_{s}\rightarrow \omega K^{*0},1253
\bar{B}^{0}_{s}\rightarrow K^{*-} K^{*+},1254
\bar{B}^{0}_{s}\rightarrow \bar{K}^{*0} K^{*0},1255
\bar{B}^{0}_{s}\rightarrow \phi \phi,1256
\bar{B}^{0}_{s}\rightarrow \phi K^{*0},1257
\bar{B}^{0}_{s}\rightarrow \mu^{-} \mu^{+},1258
\bar{B}^{0}_{s}\rightarrow \tau^{-} \tau^{+},1259
\bar{B}^{0}_{s}\rightarrow \phi \gamma,1260
\bar{B}^{0}_{s}\rightarrow \phi e^{-} e^{+},1261
\bar{B}^{0}_{s}\rightarrow \phi \mu^{-} \mu^{+},1262
\bar{B}^{0}_{s}\rightarrow \gamma \gamma,1263
\bar{B}^{0}_{s}\rightarrow D_{s}^{-} K^{+},1264
Dstplus,Decay ID
D^{*+}\rightarrow 1 \: Daughters,1
D^{*+}\rightarrow 2 \: Daughters,2
D^{*+}\rightarrow 3 \: Daughters,3
D^{*+}\rightarrow 4 \: Daughters,4
D^{*+}\rightarrow 5 \: Daughters,5
D^{*+}\rightarrow 6 \: Daughters,6
D^{*+}\rightarrow 7 \: Daughters,7
D^{*+}\rightarrow 8 \: Daughters,8
D^{*+}\rightarrow 9 \: Daughters,9
D^{*+}\rightarrow 10 \: Daughters,10
D^{*+}\rightarrow 11 \: Daughters,11
D^{*+}\rightarrow 12 \: Daughters,12
D^{*+}\rightarrow 13 \: Daughters,13
D^{*+}\rightarrow 14 \: Daughters,14
D^{*+}\rightarrow 15 \: Daughters,15
D^{*+}\rightarrow 16 \: Daughters,16
D^{*+}\rightarrow 17 \: Daughters,17
D^{*+}\rightarrow 18 \: Daughters,18
D^{*+}\rightarrow 19 \: Daughters,19
D^{*+}\rightarrow 20 \: Daughters,20
D^{*+}\rightarrow 21 \: Daughters,21
D^{*+}\rightarrow 22 \: Daughters,22
D^{*+}\rightarrow 23 \: Daughters,23
D^{*+}\rightarrow 24 \: Daughters,24
D^{*+}\rightarrow 25 \: Daughters,25
D^{*+}\rightarrow 26 \: Daughters,26
D^{*+}\rightarrow 27 \: Daughters,27
D^{*+}\rightarrow 28 \: Daughters,28
D^{*+}\rightarrow 29 \: Daughters,29
D^{*+}\rightarrow 30 \: Daughters,30
-99:\:Particle\:Not\:Found,99
D^{*+}\rightarrow D^{0} \pi^{+},1001
D^{*+}\rightarrow D^{+} \pi^{0},1002
D^{*+}\rightarrow D^{+} \gamma,1003
Dstminus,Decay ID
D^{*-}\rightarrow 1 \: Daughters,1
D^{*-}\rightarrow 2 \: Daughters,2
D^{*-}\rightarrow 3 \: Daughters,3
D^{*-}\rightarrow 4 \: Daughters,4
D^{*-}\rightarrow 5 \: Daughters,5
D^{*-}\rightarrow 6 \: Daughters,6
D^{*-}\rightarrow 7 \: Daughters,7
D^{*-}\rightarrow 8 \: Daughters,8
D^{*-}\rightarrow 9 \: Daughters,9
D^{*-}\rightarrow 10 \: Daughters,10
D^{*-}\rightarrow 11 \: Daughters,11
D^{*-}\rightarrow 12 \: Daughters,12
D^{*-}\rightarrow 13 \: Daughters,13
D^{*-}\rightarrow 14 \: Daughters,14
D^{*-}\rightarrow 15 \: Daughters,15
D^{*-}\rightarrow 16 \: Daughters,16
D^{*-}\rightarrow 17 \: Daughters,17
D^{*-}\rightarrow 18 \: Daughters,18
D^{*-}\rightarrow 19 \: Daughters,19
D^{*-}\rightarrow 20 \: Daughters,20
D^{*-}\rightarrow 21 \: Daughters,21
D^{*-}\rightarrow 22 \: Daughters,22
D^{*-}\rightarrow 23 \: Daughters,23
D^{*-}\rightarrow 24 \: Daughters,24
D^{*-}\rightarrow 25 \: Daughters,25
D^{*-}\rightarrow 26 \: Daughters,26
D^{*-}\rightarrow 27 \: Daughters,27
D^{*-}\rightarrow 28 \: Daughters,28
D^{*-}\rightarrow 29 \: Daughters,29
D^{*-}\rightarrow 30 \: Daughters,30
-99:\:Particle\:Not\:Found,99
D^{*-}\rightarrow \bar{D}^{0} \pi^{-},1001
D^{*-}\rightarrow D^{-} \pi^{0},1002
D^{*-}\rightarrow D^{-} \gamma,1003
Dsplus,Decay ID
D^{+}_{s}\rightarrow 1 \: Daughters,1
D^{+}_{s}\rightarrow 2 \: Daughters,2
D^{+}_{s}\rightarrow 3 \: Daughters,3
D^{+}_{s}\rightarrow 4 \: Daughters,4
D^{+}_{s}\rightarrow 5 \: Daughters,5
D^{+}_{s}\rightarrow 6 \: Daughters,6
D^{+}_{s}\rightarrow 7 \: Daughters,7
D^{+}_{s}\rightarrow 8 \: Daughters,8
D^{+}_{s}\rightarrow 9 \: Daughters,9
D^{+}_{s}\rightarrow 10 \: Daughters,10
D^{+}_{s}\rightarrow 11 \: Daughters,11
D^{+}_{s}\rightarrow 12 \: Daughters,12
D^{+}_{s}\rightarrow 13 \: Daughters,13
D^{+}_{s}\rightarrow 14 \: Daughters,14
D^{+}_{s}\rightarrow 15 \: Daughters,15
D^{+}_{s}\rightarrow 16 \: Daughters,16
D^{+}_{s}\rightarrow 17 \: Daughters,17
D^{+}_{s}\rightarrow 18 \: Daughters,18
D^{+}_{s}\rightarrow 19 \: Daughters,19
D^{+}_{s}\rightarrow 20 \: Daughters,20
D^{+}_{s}\rightarrow 21 \: Daughters,21
D^{+}_{s}\rightarrow 22 \: Daughters,22
D^{+}_{s}\rightarrow 23 \: Daughters,23
D^{+}_{s}\rightarrow 24 \: Daughters,24
D^{+}_{s}\rightarrow 25 \: Daughters,25
D^{+}_{s}\rightarrow 26 \: Daughters,26
D^{+}_{s}\rightarrow 27 \: Daughters,27
D^{+}_{s}\rightarrow 28 \: Daughters,28
D^{+}_{s}\rightarrow 29 \: Daughters,29
D^{+}_{s}\rightarrow 30 \: Daughters,30
-99:\:Particle\:Not\:Found,99
D^{+}_{s}\rightarrow \phi e^{+} \nu_{e},1001
D^{+}_{s}\rightarrow \eta e^{+} \nu_{e},1002
D^{+}_{s}\rightarrow {\eta^{\prime}} e^{+} \nu_{e},1003
D^{+}_{s}\rightarrow \bar{K}^{0} e^{+} \nu_{e},1004
D^{+}_{s}\rightarrow \bar{K}^{*0} e^{+} \nu_{e},1005
D^{+}_{s}\rightarrow \phi \mu^{+} \nu_{\mu},1006
D^{+}_{s}\rightarrow \eta \mu^{+} \nu_{\mu},1007
D^{+}_{s}\rightarrow {\eta^{\prime}} \mu^{+} \nu_{\mu},1008
D^{+}_{s}\rightarrow \bar{K}^{0} \mu^{+} \nu_{\mu},1009
D^{+}_{s}\rightarrow \bar{K}^{*0} \mu^{+} \nu_{\mu},1010
D^{+}_{s}\rightarrow \mu^{+} \nu_{\mu},1011
D^{+}_{s}\rightarrow \tau^{+} \nu_{\tau},1012
D^{+}_{s}\rightarrow \phi \pi^{+},1013
D^{+}_{s}\rightarrow \eta \pi^{+},1014
D^{+}_{s}\rightarrow {\eta^{\prime}} \pi^{+},1015
D^{+}_{s}\rightarrow \omega \pi^{+},1016
D^{+}_{s}\rightarrow \rho^{0} \pi^{+},1017
D^{+}_{s}\rightarrow \rho^{+} \pi^{0},1018
D^{+}_{s}\rightarrow \pi^{+} \pi^{0},1019
D^{+}_{s}\rightarrow f_{0} \pi^{+},1020
D^{+}_{s}\rightarrow f_{2} \pi^{+},1021
D^{+}_{s}\rightarrow \phi \rho^{+},1022
D^{+}_{s}\rightarrow \rho^{+} \eta,1023
D^{+}_{s}\rightarrow \rho^{+} {\eta^{\prime}},1024
D^{+}_{s}\rightarrow \pi^{+} \pi^{-} \pi^{+},1025
D^{+}_{s}\rightarrow \pi^{+} \pi^{0} \pi^{0},1026
D^{+}_{s}\rightarrow \phi \pi^{+} \pi^{0},1027
D^{+}_{s}\rightarrow \eta \pi^{+} \pi^{0},1028
D^{+}_{s}\rightarrow {\eta^{\prime}} \pi^{+} \pi^{0},1029
D^{+}_{s}\rightarrow \phi \pi^{+} \pi^{-} \pi^{+},1030
D^{+}_{s}\rightarrow \phi \pi^{+} \pi^{0} \pi^{0},1031
D^{+}_{s}\rightarrow \eta \pi^{+} \pi^{-} \pi^{+},1032
D^{+}_{s}\rightarrow \eta \pi^{+} \pi^{0} \pi^{0},1033
D^{+}_{s}\rightarrow K_{S}^{0} K^{+},1034
D^{+}_{s}\rightarrow K_{L}^{0} K^{+},1035
D^{+}_{s}\rightarrow \bar{K}^{0} K^{+},1036
D^{+}_{s}\rightarrow \bar{K}^{*0} K^{+},1037
D^{+}_{s}\rightarrow K^{*+} \bar{K}^{0},1038
D^{+}_{s}\rightarrow \bar{K}^{*0} K^{*+},1039
D^{+}_{s}\rightarrow \bar{K}^{0} K^{+} \pi^{0},1040
D^{+}_{s}\rightarrow \bar{K}^{*0} K^{+} \pi^{0},1041
D^{+}_{s}\rightarrow K^{*+} \bar{K}^{0} \pi^{0},1042
D^{+}_{s}\rightarrow \bar{K}^{*0} K^{*+} \pi^{0},1043
D^{+}_{s}\rightarrow K^{+} K^{-} \pi^{+},1044
D^{+}_{s}\rightarrow K_{S}^{0} K^{+} \pi^{+} \pi^{-},1045
D^{+}_{s}\rightarrow K_{L}^{0} K^{+} \pi^{+} \pi^{-},1046
D^{+}_{s}\rightarrow \bar{K}^{0} K^{+} \pi^{+} \pi^{-},1047
D^{+}_{s}\rightarrow \bar{K}^{0} K^{+} \pi^{0} \pi^{0},1048
D^{+}_{s}\rightarrow K^{+} K^{-} \pi^{+} \pi^{-} \pi^{+},1049
D^{+}_{s}\rightarrow \phi K^{+},1050
D^{+}_{s}\rightarrow \eta K^{+},1051
D^{+}_{s}\rightarrow {\eta^{\prime}} K^{+},1052
D^{+}_{s}\rightarrow \eta K^{+} \pi^{0},1053
D^{+}_{s}\rightarrow \eta K^{+} \pi^{+} \pi^{-},1054
D^{+}_{s}\rightarrow {\eta^{\prime}} K^{+} \pi^{0},1055
D^{+}_{s}\rightarrow {\eta^{\prime}} K^{+} \pi^{+} \pi^{-},1056
D^{+}_{s}\rightarrow K^{+} K^{-} K^{+},1057
D^{+}_{s}\rightarrow K_{S}^{0} \pi^{+},1058
D^{+}_{s}\rightarrow K_{L}^{0} \pi^{+},1059
D^{+}_{s}\rightarrow K^{0} \pi^{+},1060
D^{+}_{s}\rightarrow \rho^{+} K^{0},1061
D^{+}_{s}\rightarrow \rho^{0} K^{+},1062
D^{+}_{s}\rightarrow K^{0} \pi^{+} \pi^{0},1063
D^{+}_{s}\rightarrow a_{1}^{+} K^{0},1064
D^{+}_{s}\rightarrow K^{*0} \pi^{+},1065
D^{+}_{s}\rightarrow K^{*0} \rho^{+},1066
D^{+}_{s}\rightarrow K^{*0} \pi^{+} \pi^{0},1067
D^{+}_{s}\rightarrow K^{+} \pi^{0},1068
D^{+}_{s}\rightarrow K^{+} \pi^{+} \pi^{-},1069
D^{+}_{s}\rightarrow \pi^{+} \pi^{+} \pi^{+} \pi^{-} \pi^{-},1070
D^{+}_{s}\rightarrow \pi^{+} \pi^{+} \pi^{+} \pi^{-} \pi^{-} \pi^{0},1071
D^{+}_{s}\rightarrow p^{+} \bar{n}^{0},1072
D^{+}_{s}\rightarrow K_{S}^{0} K_{S}^{0} \pi^{+} \pi^{+} \pi^{-},1073
D^{+}_{s}\rightarrow K_{L}^{0} K_{L}^{0} \pi^{+} \pi^{+} \pi^{-},1074
D^{+}_{s}\rightarrow \bar{K}^{0} K^{0} \pi^{+} \pi^{+} \pi^{-},1075
D^{+}_{s}\rightarrow K_{S}^{0} \pi^{+} \pi^{+} \pi^{-},1076
D^{+}_{s}\rightarrow K_{L}^{0} \pi^{+} \pi^{+} \pi^{-},1077
D^{+}_{s}\rightarrow \bar{K}^{0} \pi^{+} \pi^{+} \pi^{-},1078
D^{+}_{s}\rightarrow K^{+} K^{+} \pi^{-},1079
